ID,Gonad_ID,Location,L,Species,Date,Year,Month,FL,histology Sex,field Sex,Gonad_State,Stage,FW,GW,PHASE,mature
1511,WM1486,West Maui,West Maui,Manini,2/27/14,2014,2,13.5,M,U,U,IMMATURE,40,0.02,,0
1510,WM1484,West Maui,West Maui,Manini,2/27/14,2014,2,15,F,F,RE,PN,80,0.14,U,0
1509,WM1485,West Maui,West Maui,Manini,2/27/14,2014,2,15,M,M,D,MATURE,80,0.06,,1
1508,KH912,West Maui,West Maui,Manini,2/27/14,2014,2,15.8,M,U,D?,MATURE,80,0.01,,1
1506,WM1487,West Maui,West Maui,Manini,2/27/14,2014,2,16.5,M,M,D,MATURE,120,0.07,,1
1530,ES668,West Maui,West Maui,Manini,3/1/14,2014,3,11.9,,U,,,40,0.01,,0
1529,ES667,West Maui,West Maui,Manini,3/1/14,2014,3,12.2,,F,,,48,0.03,,0
1531,ES669,West Maui,West Maui,Manini,3/1/14,2014,3,14.2,M,U,U,IMMATURE,67,0.01,U,0
2341,KH1262,WEST Maui,West Maui,Manini,3/20/14,2014,3,15,,F,,,200,0.04,,
1535,WM1668,West Maui,West Maui,Manini,3/1/14,2014,3,15.1,F,F,U,PN,,0.01,U,0
1536,WM1670,West Maui,West Maui,Manini,3/1/14,2014,3,15.5,F,U,RE,ATRESIA,100,0.01,RE,1
2342,KH1266,WEST Maui,West Maui,Manini,3/20/14,2014,3,16,,F,,,200,0.03,,
1532,WM1667,West Maui,West Maui,Manini,3/1/14,2014,3,16.2,M,M,U,IMMATURE,180,0.04,,0
1533,WM1679,West Maui,West Maui,Manini,3/1/14,2014,3,16.5,,U,,,120,0.01,,0
1534,WM1665,West Maui,West Maui,Manini,3/1/14,2014,3,20.4,F,F,S,HY1,280,7.15,VT,1
1878,HK014,West Maui,West Maui,Manini,4/27/14,2014,4,13,F,M,SC,VT,60,0.02,VT,1
1883,WM1629,West Maui,West Maui,Manini,4/27/14,2014,4,14,,M,,,60,0.01,,
1882,HK009,West Maui,West Maui,Manini,4/27/14,2014,4,14,,U,NOT GONAD,,60,0.01,,
1877,HK013,West Maui,West Maui,Manini,4/27/14,2014,4,14.5,,M,,,80,0.03,,
1876,WM1463,West Maui,West Maui,Manini,4/27/14,2014,4,14.5,,U,NOT GONAD,,80,0.03,,
1879,WM1625,West Maui,West Maui,Manini,4/27/14,2014,4,16.5,M,U,U,IMMATURE,120,0.04,U,0
1884,WM1628,West Maui,West Maui,Manini,4/27/14,2014,4,17.5,M,M,U,IMMATURE,140,0.1,U,0
1885,WM1462,West Maui,West Maui,Manini,4/27/14,2014,4,18.2,F,F,SC,VT,140,1.13,VT,1
1881,WM7771,West Maui,West Maui,Manini,4/27/14,2014,4,22,F,F,S,VT,240,5.77,H,1
2071,ES985,West Maui,West Maui,Manini,5/30/14,2014,5,12.8,F,F,U,PN,90,0.11,U,0
2066,ES980,West Maui,West Maui,Manini,5/30/14,2014,5,14,F,F,U,PN,100,0.08,U,0
2068,ES982,West Maui,West Maui,Manini,5/30/14,2014,5,14.5,F,F,U,PN,110,0.12,U,0
2070,ES984,West Maui,West Maui,Manini,5/30/14,2014,5,15.2,F,F,U,PN,120,0.18,U,0
2069,ES983,West Maui,West Maui,Manini,5/30/14,2014,5,15.7,F,F,U,PN,130,0.15,U,0
2065,ES979,West Maui,West Maui,Manini,5/30/14,2014,5,15.9,M,M,U,IMMATURE,120,0.04,,0
2067,ES981,West Maui,West Maui,Manini,5/30/14,2014,5,16.8,F,F,D,CA,180,0.41,D,0
2001,WM1451,West Maui,West Maui,Manini,5/18/14,2014,5,17.5,F,F,U,PN,160,0.22,U,0
2063,ES977,West Maui,West Maui,Manini,5/30/14,2014,5,18,F,F,SC,VT,150,0.83,VT,1
2004,WM1505,West Maui,West Maui,Manini,5/18/14,2014,5,18,F,F,SC,VT,160,1.31,VT,1
2000,ES940,West Maui,West Maui,Manini,5/18/14,2014,5,18.5,F,F,D,CA,160,0.52,RE,1
2061,ES975,West Maui,West Maui,Manini,5/30/14,2014,5,19.2,,M,,,200,11.8,,1
1999,ES939,West Maui,West Maui,Manini,5/18/14,2014,5,20,F,F,SC,VT,180,2.33,VT,1
2062,ES976,West Maui,West Maui,Manini,5/30/14,2014,5,20.2,,M,,,220,6.09,,1
2003,WM1506,West Maui,West Maui,Manini,5/18/14,2014,5,20.5,,M,,,220,1.58,,1
2002,WM1507,West Maui,West Maui,Manini,5/18/14,2014,5,22,F,F,SC,VT,240,4.85,VT,1
2005,WM1504,West Maui,West Maui,Manini,5/18/14,2014,5,23,,M,,,320,8.49,,1
2012,WM1498,Kahului,,Manini,5/23/14,2014,5,21,,M,,,260,7.98,,1
2017,WM1500,Kahului,,Manini,5/23/14,2014,5,17,F,F,SC,VT,180,0.8,VT,1
2015,WM1501,Kahului,,Manini,5/23/14,2014,5,18.2,F,F,RE,PN,140,0.93,RE,1
2013,WM1499,Kahului,,Manini,5/23/14,2014,5,21,,M,,,260,7.78,,1
